property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,sector 46,independent,3.55,1449.0,24499.65,1449.0,,,5,4,3+,3.0,North-West,Moderately Old,0,1,0,0,0,2,73,289.8
flat,sector 81,vipul lavanya,1.28,1784.0,7174.89,,1784.0,,3,3,3,1.0,North-East,Moderately Old,0,1,0,1,0,2,49,594.6666666666666
house,sector 109,international city by sobha phase 1,5.85,2214.0,26422.76,2214.0,,,4,5,3+,2.0,East,Relatively New,0,1,0,0,0,2,85,553.5
flat,sector 90,dlf regal gardens,1.29,1816.0,7103.52,1817.0,1816.0,1818.0,3,3,3+,12.0,South-East,Relatively New,0,1,0,0,0,1,152,605.3333333333334
flat,sector 90,dlf new town heights,1.9,2727.0,6967.36,,2300.0,2727.0,4,4,3+,19.0,North-East,Relatively New,0,1,1,0,0,2,174,681.75
flat,sector 36a,avl 36 gurgaon,0.4,392.0,10204.08,,392.0,,1,1,1,4.0,West,Relatively New,0,0,0,0,0,1,35,392.0
flat,sector 90,dlf new town heights,1.65,2364.0,6979.7,,,2364.0,4,4,3+,15.0,South-East,Moderately Old,0,1,0,0,0,2,137,591.0
flat,sector 103,indiabulls centrum park,1.34,1790.0,7486.03,,1350.0,1790.0,3,3,3+,13.0,South-East,Relatively New,1,0,0,0,0,1,93,596.6666666666666
flat,sohna road,ashiana mulberry,0.95,1465.0,6484.64,1175.97,834.96,1465.0,2,2,3+,3.0,,New Property,1,0,0,0,0,1,89,732.5
house,sector 109,international city by sobha phase 2,8.48,3600.0,23555.56,3600.0,,,4,6,3+,3.0,North-East,New Property,1,1,1,1,0,1,153,900.0
flat,sector 92,sare crescent parc royal greens phase 1,0.5,1000.0,5000.0,1000.0,999.0,,2,2,3,2.0,North-East,Undefined,0,0,0,0,0,1,0,500.0
flat,sector 65,m3m heights,1.9,1358.0,13991.16,1358.0,,,2,2,2,40.0,,Undefined,0,0,0,0,0,1,48,679.0
flat,sector 106,paras dews,1.4,2333.0,6000.86,,,1760.0,3,4,3+,12.0,,Under Construction,1,1,0,0,1,1,55,777.6666666666666
flat,sector 77,umang winter hills,1.35,1735.0,7780.98,,1199.0,1735.0,3,3,3+,7.0,,New Property,0,0,1,0,0,2,96,578.3333333333334
flat,sector 49,orchid petals,1.95,1955.0,9974.42,,,1805.0,3,3,3,2.0,East,Old Property,0,0,0,0,0,2,90,651.6666666666666
flat,sector 79,mapsko mount ville,1.3,1620.0,8024.69,,863.91,1620.0,3,3,3+,1.0,North-East,Relatively New,0,0,0,0,0,2,140,540.0
flat,sector 90,mrg world ultimus,0.5,716.0,6983.24,,716.0,,2,2,2,1.0,North-East,Under Construction,0,0,0,0,0,1,21,358.0
house,sector 105,independent,0.7,1200.0,5833.33,1200.0,,,3,2,2,1.0,,Undefined,0,0,0,0,0,1,0,400.0
house,sector 14,independent,4.6,2250.0,20444.44,2250.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,2250.0
house,sector 26,dlf city plots,19.0,4518.0,42054.01,4518.0,,,6,6,3,2.0,East,Relatively New,1,1,0,0,0,2,121,753.0
house,sector 26,independent,18.0,4518.0,39840.64,4518.0,,,5,4,3+,4.0,North,Moderately Old,1,1,1,1,0,2,113,903.6
house,sector 3,independent,0.6,1000.0,6000.0,1000.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,1000.0
flat,sector 82a,vatika inxt floors,0.75,1000.0,7500.0,1000.0,650.0,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,0,500.0
flat,sector 74,m3m skywalk,2.7,2018.0,13379.58,,,2018.0,3,3,3,13.0,,New Property,0,0,1,0,0,1,92,672.6666666666666
flat,sector 69,tulip violet,1.75,2010.0,8706.47,,,2010.0,4,4,2,10.0,North-East,Relatively New,0,0,0,0,0,2,109,502.5
flat,sector 110,mahindra aura,1.4,1450.0,9655.17,1550.0,1450.0,1615.0,3,3,3,10.0,North,Relatively New,0,0,0,0,0,2,142,483.3333333333333
flat,sector 104,zara aavaas,0.4,569.0,7029.88,,,569.0,2,2,1,14.0,,Relatively New,0,0,0,0,0,1,38,284.5
house,sector 39,independent,1.7,945.0,17989.42,900.0,,,2,2,3+,3.0,,Moderately Old,0,1,1,0,0,1,45,472.5
flat,sector 110,mahindra aura,1.8,2042.0,8814.89,1850.0,1650.0,2042.0,3,3,3+,7.0,South-East,Relatively New,0,1,0,0,0,2,136,680.6666666666666
flat,sector 92,sare green parc 2,0.61,1261.0,4837.43,,,1261.0,3,2,2,6.0,,Under Construction,0,0,0,0,1,1,0,420.3333333333333
flat,sector 81,dlf the ultima,2.5,2132.0,11726.08,2130.0,2129.0,2132.0,3,3,2,4.0,South-East,Relatively New,0,1,0,0,0,0,82,710.6666666666666
flat,sector 89,tulip petals,1.55,1550.0,10000.0,,,1550.0,3,2,3,6.0,East,Moderately Old,0,0,1,0,0,2,111,516.6666666666666
flat,sector 37d,bptp terra,1.72,2191.0,7850.3,,,2191.0,3,3,3+,10.0,South-East,Relatively New,0,1,0,0,0,1,31,730.3333333333334
flat,sector 22,ambience creacions,4.3,3090.0,13915.86,2600.0,2100.0,3090.0,3,4,3+,6.0,South-West,Relatively New,0,1,0,0,1,0,120,1030.0
flat,sector 78,,0.6,1625.0,3692.31,1625.0,,,2,2,0,,,Under Construction,0,0,0,0,0,1,0,812.5
flat,sector 107,m3m woodshire,1.39,2361.0,5887.34,,1780.0,2361.0,3,4,3+,6.0,East,Relatively New,0,1,0,1,0,2,174,787.0
flat,sector 69,tulip lemon,0.6,600.0,10000.0,,600.0,,2,1,1,12.0,,Relatively New,0,0,0,0,0,1,23,300.0
flat,dwarka expressway,ansals highland park,1.2,1940.0,6185.57,1940.0,,,3,3,3+,4.0,,Under Construction,0,1,0,0,0,1,0,646.6666666666666
flat,sector 68,espire south,1.32,1459.0,9047.29,1460.0,,,2,2,2,9.0,,New Property,0,0,0,0,0,1,0,729.5
flat,sector 10a,karmyogi apartment,2.3,3557.0,6466.12,,3556.0,,6,4,2,6.0,,Moderately Old,0,0,0,0,0,1,0,592.8333333333334
house,sector 50,unitech espace,7.42,2160.0,34351.85,3200.0,,,4,4,3,2.0,West,Old Property,0,0,0,0,0,2,88,540.0
flat,sector 85,godrej air,1.3,894.0,14541.39,,894.0,1400.0,2,2,3,30.0,,Under Construction,0,0,0,0,0,1,111,447.0
flat,sector 33,breeze global heights,0.4,623.0,6420.55,623.0,599.0,,2,2,2,4.0,,Undefined,0,0,0,0,0,1,0,311.5
flat,sector 70a,aipl the peaceful homes,2.5,2350.0,10638.3,,,2350.0,3,4,3,8.0,South,Relatively New,0,1,1,0,0,2,174,783.3333333333334
flat,sector 83,vatika gurgaon,0.87,1245.0,6987.95,,,1245.0,2,2,2,3.0,East,Moderately Old,0,0,0,0,0,1,35,622.5
flat,sector 11,maruti kunj,0.8,1550.0,5161.29,,,1550.0,3,2,0,0.0,,Old Property,0,0,0,0,0,1,8,516.6666666666666
flat,sector 37d,ramprastha skyz,1.2,2000.0,6000.0,1900.0,1850.0,2000.0,3,2,1,9.0,East,Under Construction,0,1,0,0,1,1,53,666.6666666666666
flat,sector 89,greenopolis,0.8,1297.0,6168.08,,1297.0,,2,2,2,6.0,South,Under Construction,0,0,0,0,0,1,44,648.5
house,sector 28,independent,12.0,2844.0,42194.09,2844.0,,,4,5,3+,4.0,East,Relatively New,0,1,1,1,0,2,60,711.0
flat,sohna road,mvn athens,0.26,482.0,5394.19,,481.792164,,2,2,1,2.0,,Relatively New,0,0,0,0,0,1,37,241.0
house,sector 11,independent,1.2,2700.0,4444.44,300.0,,,7,3,0,3.0,,Undefined,0,0,0,0,0,1,0,385.7142857142857
flat,sector 61,smart world orchard,1.41,1151.0,12250.22,1150.0,,,2,2,2,2.0,,Under Construction,1,0,0,0,0,1,76,575.5
flat,sector 84,ss almeria,1.5,2000.0,7500.0,,1700.0,2000.0,3,3,3,2.0,,New Property,0,1,0,0,0,1,108,666.6666666666666
flat,sector 72,tata primanti,3.21,2000.0,16050.0,2140.0,2000.0,2185.0,3,4,3+,15.0,North-East,Relatively New,0,1,0,0,0,2,174,666.6666666666666
flat,sohna road,signature global park,0.83,1120.0,7410.71,,1120.0,,3,2,2,1.0,,New Property,0,0,0,0,0,1,16,373.3333333333333
flat,sector 3 phase 2,ashok vihar phase 2,0.28,650.0,4307.69,,550.0,650.0,2,2,1,3.0,North,Relatively New,0,0,0,0,0,1,64,325.0
house,sector 2,independent,5.0,3250.0,15384.62,,3250.0,,6,6,2,1.0,South,Undefined,0,0,0,0,0,1,0,541.6666666666666
flat,sector 65,m3m golfestate,4.95,3112.0,15906.17,,,3112.0,3,3,3,10.0,North,Relatively New,0,1,0,0,0,2,82,1037.3333333333333
flat,sector 12,krishna appartment,0.35,1000.0,3500.0,,,1000.0,3,3,1,2.0,,Old Property,0,0,0,0,0,1,0,333.3333333333333
flat,sector 21,mittal surya vihar,1.4,2400.0,5833.33,,,2400.0,5,4,2,2.0,,Moderately Old,0,0,0,0,0,1,0,480.0
flat,sector 104,puri emerald bay,2.6,1715.0,15160.35,,1715.0,2450.0,3,4,3+,5.0,,Relatively New,1,1,0,0,0,1,81,571.6666666666666
house,sector 25,nul,15.0,6400.0,23437.5,6400.0,,,5,5,3,2.0,West,Moderately Old,1,1,0,1,0,2,112,1280.0
flat,sector 2,bestech park view residency,1.55,1920.0,8072.92,,,1920.0,3,4,3+,4.0,East,Old Property,0,1,0,0,0,1,84,640.0
flat,sector 106,paras dews,1.17,1760.0,6647.73,1186.0,1130.0,1760.0,3,4,3+,12.0,West,Relatively New,0,1,0,0,0,1,49,586.6666666666666
flat,sector 83,vatika gurgaon,1.19,1600.0,7437.5,,1600.0,,3,3,2,10.0,South,Relatively New,0,1,0,0,0,2,35,533.3333333333334
house,sector 57,independent,3.6,1728.0,20833.33,1728.0,,,4,4,2,2.0,South,Old Property,1,1,1,1,0,1,110,432.0
house,sector 57,independent,3.15,1548.0,20348.84,1548.0,,,5,4,3+,2.0,North-East,Moderately Old,0,0,1,0,0,2,60,309.6
flat,sector 85,ss the leaf,1.2,1640.0,7317.07,1300.0,1000.0,1640.0,2,2,3,6.0,North,Relatively New,0,0,0,0,0,2,174,820.0
flat,sector 24,ambience lagoon,4.25,3200.0,13281.25,,3156.0,3200.0,3,4,3+,3.0,North-East,Old Property,0,1,0,1,0,2,143,1066.6666666666667
flat,sector 61,puri the aravallis,3.87,2250.0,17200.0,,1249.65,2250.0,3,4,3+,21.0,East,Under Construction,0,1,0,0,0,1,58,750.0
flat,sector 107,signature global solera,0.35,539.0,6493.51,,547.0,,2,2,2,8.0,North-West,Relatively New,0,0,0,0,0,1,45,269.5
house,sector 43,independent,5.75,1935.0,29715.76,1935.0,,,4,4,2,2.0,North,Old Property,0,1,1,1,0,1,34,483.75
flat,sector 61,smart world orchard,1.9,837.0,22700.12,1137.0,837.0,1398.0,3,3,3,1.0,,New Property,0,0,0,0,0,1,30,279.0
flat,sector 90,dlf new town heights,1.25,1930.0,6476.68,1929.0,1928.0,1930.0,3,3,3+,6.0,West,Relatively New,0,1,0,1,0,1,136,643.3333333333334
house,sector 13,independent,2.25,3240.0,6944.44,,360.0,,10,10,2,1.0,East,Undefined,0,0,0,0,0,1,0,324.0
flat,sector 78,umang monsoon breeze,0.75,1239.0,6053.27,1239.0,1100.0,,2,2,1,5.0,East,Undefined,0,0,0,0,0,1,0,619.5
house,sector 7,rattan garden,1.3,963.0,13499.48,963.0,,,2,3,2,3.0,,Old Property,0,0,0,0,0,1,0,481.5
house,sector 48,eldeco mansionz,4.75,2340.0,20299.15,2340.0,,,7,7,3,2.0,North-East,Moderately Old,1,0,0,0,0,2,33,334.2857142857143
flat,sector 85,ss the leaf,1.58,2048.0,7714.84,,2048.0,2408.0,3,4,3,8.0,East,Relatively New,0,1,0,0,0,1,159,682.6666666666666
flat,sector 74,m3m skywalk,1.54,1424.0,10814.61,1200.0,1139.0,1424.0,2,2,3+,15.0,South-East,Relatively New,0,0,0,0,1,1,137,712.0
flat,sector 70,shree vardhman victoria,1.6,1950.0,8205.13,,1161.0,1950.0,3,5,3,6.0,North,Relatively New,0,1,0,0,0,1,108,650.0
flat,sector 113,smartworld one dxp,2.0,1806.0,11074.2,1806.0,1350.0,,3,3,3,12.0,North,Undefined,0,0,0,0,0,1,70,602.0
flat,sohna road,trisara our homes 3,0.36,602.0,5980.07,,450.0,602.0,2,2,1,1.0,,New Property,0,0,0,0,0,1,45,301.0
flat,sector 85,orris aster court premier,1.25,2120.0,5896.23,1900.0,1800.0,2120.0,3,4,2,5.0,North,Relatively New,0,1,0,0,0,2,174,706.6666666666666
flat,sector 83,emaar palm gardens,1.4,1720.0,8139.53,,1095.3,1720.0,3,3,3,2.0,North-West,Relatively New,1,1,1,1,0,2,174,573.3333333333334
house,sector 43,sushant lok 1 builder floors,13.0,2700.0,48148.15,2700.0,,,3,3,3+,4.0,North,New Property,0,0,0,1,0,2,7,900.0
house,sector 7,huda flats,2.3,1350.0,17037.04,1350.0,,,5,3,3+,3.0,North-East,Old Property,1,1,0,1,0,1,27,270.0
house,sector 105,independent,0.5,900.0,5555.56,100.0,,,2,2,0,1.0,,Undefined,0,0,0,0,0,1,0,450.0
flat,sector 85,orris aster court premier,1.5,2560.0,5859.38,2017.0,1800.0,2560.0,4,5,3+,6.0,West,New Property,0,1,0,0,0,2,28,640.0
house,sector 28,independent,1.45,1812.0,8002.21,1800.0,900.0,,3,2,1,1.0,North,Relatively New,0,0,0,0,0,1,0,604.0
house,sector 13,independent,1.5,1300.0,11538.46,1300.0,,,2,7,3,4.0,East,Moderately Old,0,0,0,0,0,1,0,650.0
flat,sector 91,tarc maceo,1.75,1574.0,11118.17,,1573.59,2724.0,4,3,3+,8.0,South,Relatively New,1,1,1,1,0,1,128,393.5
flat,sector 109,ats kocoon,2.22,2095.0,10596.66,,,2095.0,3,3,3,20.0,East,Relatively New,0,1,0,0,1,1,79,698.3333333333334
flat,sohna road,hcbs sports ville,0.2,750.0,2666.67,743.0,600.0,750.0,2,2,1,4.0,,New Property,0,0,0,0,0,1,15,375.0
flat,manesar,hsiidc sidco shivalik apartments,0.73,2051.0,3559.24,,1400.0,2050.0,3,3,3+,2.0,South,Moderately Old,0,1,0,0,0,1,80,683.6666666666666
flat,sector 61,smart world orchard,2.2,1630.0,13496.93,,1630.0,,3,3,2,3.0,,Under Construction,0,0,0,0,0,1,16,543.3333333333334
house,sector 7,independent,3.85,2628.0,14649.92,2628.0,,,4,4,3,3.0,North-West,Old Property,0,0,0,0,0,1,27,657.0
flat,sector 56,rail vihar cghs,1.35,1300.0,10384.62,1275.0,1250.0,1300.0,3,2,2,1.0,West,Old Property,0,0,0,0,1,1,159,433.3333333333333
flat,sector 102,shapoorji pallonji joyville gurugram,2.12,1250.0,16960.0,1852.0,1250.0,,3,3,3,9.0,,Relatively New,0,0,0,0,0,1,72,416.6666666666667
flat,sector 56,the lions cghs,2.1,2400.0,8750.0,2200.0,2000.0,2400.0,3,4,3+,8.0,West,Old Property,0,0,0,0,1,2,166,800.0
flat,sector 81,dlf the ultima,2.4,2103.0,11412.27,1650.0,1257.0,2103.0,3,3,3+,12.0,North-East,Relatively New,0,1,0,0,0,0,49,701.0
flat,sector 70a,aipl the peaceful homes,1.6,1669.0,9586.58,,,1565.0,2,2,2,22.0,North,Moderately Old,0,0,0,0,0,1,86,834.5
flat,sector 2,supertech hilltown,0.8,1440.0,5555.56,1440.0,1080.0,,3,2,3,8.0,,Undefined,0,0,0,0,0,1,0,480.0
flat,sector 56,the lions cghs,2.05,2400.0,8541.67,,2400.0,,4,4,3+,8.0,West,Moderately Old,0,0,0,0,0,2,49,600.0
flat,sector 37d,bptp terra,1.55,1811.0,8558.81,,,1811.0,3,3,3+,11.0,South,Relatively New,0,0,0,0,0,1,79,603.6666666666666
flat,sector 83,emaar palm gardens,1.8,1900.0,9473.68,,1240.04,1900.0,3,3,3,6.0,South,Relatively New,0,1,0,0,0,2,97,633.3333333333334
flat,sector 69,tulip violet,1.2,1350.0,8888.89,,,1350.0,2,3,1,0.0,North-West,Relatively New,0,0,0,0,0,1,150,675.0
flat,sector 92,sare homes,0.95,1950.0,4871.79,,,1950.0,4,3,3,13.0,,New Property,0,0,0,0,0,1,0,487.5
flat,sector 81,signature global city 81,0.96,983.0,9766.02,,1075.0,,2,2,2,1.0,,Under Construction,0,0,0,0,0,1,49,491.5
flat,sector 79,mapsko mount ville,1.25,1490.0,8389.26,1058.0,863.91,1490.0,3,3,3,18.0,South,Relatively New,1,0,0,0,0,2,102,496.6666666666667
flat,sector 102,shapoorji pallonji joyville gurugram,1.41,1368.0,10307.02,,,1368.0,2,2,3,0.0,North-East,Relatively New,0,0,0,0,1,1,49,684.0
flat,sector 67,m3m merlin,3.0,2047.0,14655.59,1900.0,1800.0,2047.0,3,3,3+,4.0,North-East,Relatively New,0,0,1,0,0,2,174,682.3333333333334
flat,sector 90,dlf regal gardens,1.25,1703.0,7339.99,,,1703.0,3,3,3,28.0,North,Moderately Old,0,1,0,0,0,1,38,567.6666666666666
flat,sector 107,m3m woodshire,0.9,1366.0,6588.58,,,1366.0,2,2,3+,10.0,,Relatively New,0,0,0,0,1,2,49,683.0
house,sector 28,independent,10.5,3240.0,32407.41,3240.0,,,5,6,3+,3.0,,New Property,1,1,0,1,0,2,153,648.0
flat,sector 104,zara aavaas,0.2,301.0,6644.52,,301.0,,1,2,2,3.0,,New Property,0,0,0,0,0,1,67,301.0
flat,sector 86,microtek greenburg,1.25,1480.0,8445.95,,,1480.0,2,2,3,13.0,West,Moderately Old,1,0,0,0,0,1,6,740.0
flat,sector 86,ansal heights 86,0.78,1360.0,5735.29,,,1360.0,2,2,1,8.0,East,New Property,0,0,0,0,0,1,67,680.0
house,sector 57,independent,6.21,2700.0,23000.0,2700.0,,,6,6,3+,4.0,North-East,Old Property,1,1,1,1,0,1,52,450.0
flat,sector 113,la vida by tata housing,3.05,1960.0,15561.22,2150.0,1960.0,2690.0,3,4,3,3.0,North-West,Relatively New,0,1,0,0,0,1,174,653.3333333333334
flat,sector 108,sobha city,2.33,1611.0,14463.07,1711.0,1611.0,,3,3,3,17.0,North-East,Relatively New,0,0,1,0,0,2,159,537.0
flat,sector 68,m3m sierra 68,1.1,1224.0,8986.93,1150.0,830.0,1224.0,2,2,3,1.0,North-East,Relatively New,0,0,0,0,0,2,127,612.0
house,sector 50,unitech nirvana birch court,7.1,2259.0,31429.84,240.0,,,3,3,3,1.0,East,Moderately Old,0,1,0,0,0,1,49,753.0
house,sector 24,dlf pink town house,1.9,5018.0,3786.37,5018.0,,,10,9,3+,3.0,North,Relatively New,0,0,0,0,1,0,29,501.8
flat,sector 67,ireo victory valley,2.87,2411.0,11903.77,,1808.0,2411.0,3,3,3+,16.0,North-West,Relatively New,0,1,0,0,0,2,174,803.6666666666666
flat,sohna road,gls arawali homes,0.29,481.0,6029.11,,480.500496,,2,2,2,9.0,East,Relatively New,0,0,0,0,0,1,55,240.5
flat,sector 102,adani m2k oyster grande,2.6,2598.0,10007.7,,,2598.0,3,3,3,2.0,North-East,Relatively New,1,1,1,0,0,1,118,866.0
flat,sector 93,signature global orchard avenue,0.4,544.0,7352.94,,543.57695,,2,2,2,11.0,,New Property,0,0,0,0,0,1,37,272.0
house,manesar,independent,2.0,1337.0,14958.86,1337.4,,,3,1,0,3.0,North,Moderately Old,0,0,0,0,0,1,16,445.6666666666667
house,sector 57,independent,7.25,2700.0,26851.85,2700.0,,,9,9,3+,2.0,North-East,New Property,0,1,0,1,1,2,49,300.0
flat,sohna road,hcbs sports ville,0.22,478.0,4602.51,477.809521,321.6,,1,1,1,9.0,East,Relatively New,0,0,0,0,0,2,44,478.0
house,sector 15,sector 15 part 2 rwa,10.0,4500.0,22222.22,4518.0,,,5,5,2,2.0,East,Old Property,0,0,0,0,0,1,49,900.0
flat,sector 37d,bptp terra,1.8,2191.0,8215.43,,1860.0,2191.0,4,3,3,18.0,North-West,Relatively New,1,1,0,1,0,1,49,547.75
flat,sector 33,godrej nature plus,1.35,1640.0,8231.71,,,1640.0,3,2,3+,7.0,North-East,Under Construction,0,0,0,1,0,1,49,546.6666666666666
flat,sector 113,la vida by tata housing,2.78,2450.0,11346.94,2599.0,2450.0,2690.0,3,3,3,3.0,North,New Property,1,1,0,0,0,1,174,816.6666666666666
house,sector 25,independent,10.0,2700.0,37037.04,2700.0,,,5,6,3,3.0,North,Old Property,0,1,1,0,0,2,64,540.0
flat,sector 113,la vida by tata housing,1.65,1579.0,10449.65,1420.0,1220.0,1579.0,3,2,2,3.0,North-East,Relatively New,0,0,0,0,0,1,49,526.3333333333334
flat,sector 89,greenopolis,0.9,1915.0,4699.74,1910.0,,,3,3,0,14.0,,Under Construction,0,0,0,0,0,1,67,638.3333333333334
flat,sector 56,cghs vidya enclave,1.7,1550.0,10967.74,,1550.0,1600.0,3,2,3,6.0,,Old Property,0,0,1,0,0,1,101,516.6666666666666
flat,sector 37c,imperia the esfera,0.99,1815.0,5454.55,1400.0,1270.0,1815.0,3,5,3+,5.0,North-West,Relatively New,0,1,0,0,0,1,49,605.0
house,sector 103,indiabulls centrum park,3.25,4000.0,8125.0,4000.0,,,4,3,3+,20.0,,Under Construction,0,0,0,0,0,1,51,1000.0
flat,sector 85,ss the leaf,1.3,1240.0,10483.87,,1240.0,1772.0,2,2,3+,10.0,East,Relatively New,0,0,1,0,0,1,148,620.0
flat,sector 84,ss almeria,1.48,2000.0,7400.0,,1294.0,2000.0,3,3,2,1.0,South-West,New Property,0,1,1,0,0,2,139,666.6666666666666
flat,sector 33,central park flower valley aqua front towers,1.7,1789.0,9502.52,,,1789.0,3,3,3,12.0,,Under Construction,0,0,0,0,0,1,24,596.3333333333334
flat,sector 37c,corona optus,1.25,1742.0,7175.66,,1400.0,1735.0,3,3,3,2.0,North-West,Relatively New,1,0,0,0,0,1,49,580.6666666666666
flat,sector 71,chd avenue,1.25,1743.0,7171.54,,,1743.0,3,4,2,7.0,East,Relatively New,0,1,0,0,0,2,160,581.0
flat,sohna road,gls arawali homes,0.26,576.0,4513.89,,576.0,,2,2,2,4.0,,Relatively New,0,0,0,0,0,1,42,288.0
flat,sector 85,ss the leaf,1.09,1636.0,6662.59,1475.0,1350.0,1640.0,2,2,3,5.0,North-East,Relatively New,0,0,0,0,0,1,49,818.0
flat,sector 95,ramsons kshitij,0.33,844.0,3909.95,,,767.0,2,2,1,14.0,South,New Property,0,0,0,0,1,2,79,422.0
flat,sector 92,gls avenue 51,0.39,642.0,6074.77,,641.743718,,3,3,3+,6.0,North,Relatively New,0,0,0,0,0,1,104,214.0
house,sohna road,independent,1.5,1053.0,14245.01,1053.0,,,2,3,2,1.0,North,New Property,1,0,0,1,0,2,69,526.5
flat,sector 106,paras dews,1.1,1130.0,9734.51,1186.0,1130.0,1760.0,3,4,3+,8.0,North-West,Relatively New,0,1,0,0,0,2,174,376.6666666666667
flat,sector 106,viridian the plaza 106,0.46,700.0,6571.43,,700.0,,1,1,1,18.0,,New Property,0,0,0,0,0,1,104,700.0
house,sector 55,independent,5.6,2700.0,20740.74,2700.0,,,6,4,3,3.0,East,Old Property,0,1,0,0,0,2,41,450.0
flat,sector 70,shree vardhman victoria,1.64,1950.0,8410.26,,1161.0,1950.0,3,5,3,8.0,North-East,Relatively New,0,1,0,0,0,1,126,650.0
flat,sector 39,milan cghs 9,2.0,2400.0,8333.33,2400.0,,,3,3,3+,0.0,,Undefined,0,0,0,0,0,1,0,800.0
flat,sector 76,takshila heights sector 37 c,0.67,1200.0,5583.33,,,1200.0,2,2,2,3.0,,Relatively New,0,0,0,0,0,1,23,600.0
flat,sector 62,emaar digihomes,2.1,1508.0,13925.73,1500.0,1200.0,1508.0,2,2,3,12.0,North-East,New Property,0,0,0,0,1,2,49,754.0
house,sector 24,independent,3.25,1070.0,30373.83,1069.63,,,4,4,3,3.0,,Old Property,0,0,0,0,0,1,15,267.5
flat,gwal pahari,paras quartier,7.5,5350.0,14018.69,,,5350.0,4,4,3+,20.0,North-East,New Property,0,1,0,1,1,2,49,1337.5
flat,sector 92,bestech park view sanskruti,1.6,2120.0,7547.17,,1450.0,2120.0,3,3,3,10.0,East,Relatively New,0,1,0,0,0,2,60,706.6666666666666
flat,sector 86,dlf new town heights,1.4,2356.0,5942.28,,,2356.0,4,4,3+,20.0,South-East,Relatively New,0,1,0,1,0,1,65,589.0
flat,sector 37d,ramprastha the edge towers,1.1,1990.0,5527.64,1990.0,,,3,3,3,9.0,,Undefined,0,0,0,0,0,1,63,663.3333333333334
flat,sector 71,chd avenue,1.25,1895.0,6596.31,,,1743.0,3,4,2,14.0,North-East,Relatively New,1,1,0,1,1,0,128,631.6666666666666
flat,sector 62,pioneer urban presidia,7.15,4337.0,16486.05,,,4337.0,4,5,3+,7.0,East,Relatively New,1,1,1,0,0,2,158,1084.25
flat,sector 33,unitech the residences,1.55,1570.0,9872.61,,,1570.0,3,4,1,1.0,South,Relatively New,0,1,0,0,0,1,37,523.3333333333334
flat,sector 22,ambience creacions,1.99,1280.0,15546.88,1285.0,1280.0,1380.0,2,2,2,9.0,North-East,New Property,0,0,0,0,0,1,49,640.0
house,sector 81,independent,0.89,1095.0,8127.85,1095.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,1095.0
flat,sector 90,dlf new town heights,1.25,1922.0,6503.64,1929.0,1928.0,1930.0,3,3,3+,5.0,North,Relatively New,0,1,0,1,0,1,127,640.6666666666666
flat,sector 81,dlf the ultima,2.4,2103.0,11412.27,,,2103.0,3,4,3+,19.0,North-West,Relatively New,0,1,0,0,0,0,174,701.0
flat,sector 82a,dlf the primus,1.85,1818.0,10176.02,,1538.0,1818.0,3,3,3,15.0,East,Moderately Old,0,0,0,0,1,1,38,606.0
house,sohna road road,independent,1.2,538.0,22304.83,535.0,,,1,4,3+,4.0,West,Old Property,0,0,0,0,0,1,8,538.0
house,sector 33,unitech uniworld resorts,8.5,4770.0,17819.71,4770.0,,,5,5,3+,3.0,North,New Property,1,1,1,1,0,2,145,954.0
flat,sector 28,sahara grace,5.5,3764.0,14612.11,,,3764.0,4,5,3+,5.0,East,Moderately Old,0,1,0,0,1,2,8,941.0
flat,sector 82,mapsko casa bella,1.25,1960.0,6377.55,,,1960.0,3,4,3+,8.0,,Under Construction,0,0,0,0,0,1,54,653.3333333333334
flat,sector 95,rof ananda,0.25,380.0,6578.95,,,380.0,1,1,1,4.0,,New Property,0,0,0,0,0,1,0,380.0
flat,sector 72,tata primanti,4.1,2987.0,13726.15,,,2550.0,3,3,3,8.0,,Moderately Old,0,1,0,0,0,1,38,995.6666666666666
flat,sector 70a,bptp pedestal,1.6,1575.0,10158.73,,1575.0,,3,3,3,2.0,North-East,New Property,0,1,0,0,1,1,77,525.0
house,sector 2,independent,2.5,1557.0,16056.52,1557.0,,,4,4,2,4.0,West,Old Property,0,0,0,0,0,1,17,389.25
house,sector 52,ardee city,2.25,1400.0,16071.43,1800.0,1400.0,,3,3,3,4.0,South-East,New Property,0,1,0,0,0,2,22,466.6666666666667
house,sector 12,independent,2.75,2228.0,12342.91,2228.0,,,6,6,2,2.0,,Undefined,0,0,0,0,0,1,0,371.3333333333333
flat,sector 95,rof ananda,0.38,644.0,5900.62,,644.111776,,3,2,1,2.0,South-East,Relatively New,0,0,0,1,0,2,66,214.66666666666666
house,sector 12,independent,1.7,1800.0,9444.44,200.0,180.0,,3,3,0,1.0,,Undefined,0,0,0,0,0,1,0,600.0
